record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
"T","4.1","20060803","CDFW","HVT","08","065260","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"13.74","103","N","5000","33049",,,"0000","105402","5000","555","W","0.0165","49","500",,"POOR AD-CLIP 1111 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065261","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"13.74","103","N","5000","32621",,,"0000","104041","5000","548","W","0.0165","49","500",,"POOR AD-CLIP 1097 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065262","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"13.74","103","N","5000","24480",,,"0000","78111","5000","411","W","0.0165","49","500",,"POOR AD-CLIP 823 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065263","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"13.74","101","N","5000","34385",,,"0000","104712","5000","139","W","0.004","41","500",,"POOR AD-CLIP 278 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065264","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"10.8","94","N","5000","31857",,,"0000","111364","5000","544","W","0.0168","48","500",,"POOR AD-CLIP 1598 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065265","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","86","N","5000","32795",,,"0000","103000","5000","820","W","0.0244","29","500",,"POOR AD-CLIP 547 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065266","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","81","N","5000","33806",,,"0000","103397","5000","137","W","0.004","18","500",,"POOR AD-CLIP 412 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065267","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","82","N","5000","34852",,,"0000","106188",,,"W","0","28","500",,"POOR AD-CLIP 423 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065268","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.27","71","N","5000","33240",,,"0000","103320","5000","274","W","0.0082","18","500",,"POOR AD-CLIP 684 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065269","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"13.74","101","N","5000","52491",,,"0000","159836","5000","213","W","0.004","41","500",,"POOR AD-CLIP 425 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065270","12",,,,,"1","1","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"10.8","94","N","5000","52580",,,"0000","183749","5000","898","W","0.0168","48","500",,"POOR AD-CLIP 2637 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065271","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","86","N","5000","54867",,,"0000","172271","5000","1372","W","0.0244","29","500",,"POOR AD-CLIP 914 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065272","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","86","N","5000","36035",,,"0000","113169","5000","901","W","0.0244","29","500",,"POOR AD-CLIP 601 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065273","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","82","N","5000","57444",,,"0000","174973",,,"W","0","28","500",,"POOR AD-CLIP 698 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065274","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","82","N","5000","32096",,,"0000","97797",,,"W","0","28","500",,"POOR AD-CLIP 390 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065275","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","81","N","5000","64250",,,"0000","196433","5000","261","W","0.004","18","500",,"POOR AD-CLIP 784 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065276","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.1","81","N","5000","27159",,,"0000","83087","5000","110","W","0.004","18","500",,"POOR AD-CLIP 331 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065277","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.27","71","N","5000","56582",,,"0000","175784","5000","466","W","0.0082","18","500",,"POOR AD-CLIP 1164 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065278","12",,,,,"1","3","2000","20010606","20010613","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.27","71","N","5000","34183",,,"0000","106247","5000","281","W","0.0082","18","500",,"POOR AD-CLIP 703 FISH","TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065279","12",,,,,"1","1","2000","20011001","20011010","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P",,"57.42","166","N","5000","99304",,,"0000","301913","5000","525","W","0.0053","20","3000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065280","12",,,,,"1","3","2000","20011001","20011010","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P",,"35.72","142","N","5000","216593",,,"0000","655495","5000","577","W","0.0027","20","4500",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065281","12",,,,,"1","1","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"11.63","97","N","5000","89849",,,"0000","276612","5000","1833","W","0.02","55","252",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065282","12",,,,,"1","1","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"11.63","98","N","5000","88146",,,"0000","273636","5000","2168","W","0.024","55","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065283","12",,,,,"1","1","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"10.08","92","N","5000","74993",,,"0000","227742","5000","301","W","0.004","46","252",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065284","12",,,,,"1","3","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"6.39","80","N","5000","120531",,,"0000","368099","5000","1464","W","0.012","43","248",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065285","12",,,,,"1","3","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"6.39","80","N","5000","114624",,,"0000","379607","5000","11614","W","0.092","36","249",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065286","12",,,,,"1","3","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.27","76","N","5000","126135",,,"0000","384128","5000","1532","W","0.012","29","252",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065287","12",,,,,"1","3","2001","20020603","20020610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.27","75","N","5000","121607",,,"0000","377601","5000","4020","W","0.032","24","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065288","12",,,,,"1","1","2001","20021010","20021016","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","54.65","153","N","5000","104627",,,"0000","319729","5000","900","W","0.0085","67","1546",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065289","12",,,,,"1","3","2001","20021010","20021016","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","33.6","132","N","5000","230055",,,"0000","695107","5000","1169","W","0.0051","38","2531",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065295","12",,,,,"1","1","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P","VO","10.19","93","N","5000","89284",,,"0000","274893","5000","1717","W","0.0189","53","266",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065296","12",,,,,"1","1","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P","VO","10.19","92","N","5000","84568",,,"0000","261942","5000","344","W","0.0041","42","252",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065297","12",,,,,"1","1","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P","VO","10.17","92","N","5000","70902",,,"0000","219153","5000","581","W","0.0081","54","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065298","12",,,,,"1","3","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P","VO","5.97","77","N","5000","124602",,,"0000","383607","5000","2553","W","0.0201","41","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065299","12",,,,,"1","3","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P","VO","5.97","74","N","5000","126729",,,"0000","381648","5000","509","W","0.004","27","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","CDFW","08","065301","0",,,,,"1","3","1986","19871107","19871107","6FKKLCAP","6FKKLCAP CCRF","6FKKL","Y","H","E",,"90.72","150","N","5000","16739",,,"5000","412",,,,"0.024","143",,,,"CAPPEL CREEK","CAPPEL CK REAR FAC","KLAMATH RIVER","CA","KLTR","KLAM","C"
"T","4.1","20060803","CDFW","CDFW","08","065302","0",,,,,"1","7","1989","19901022","19901105","6FKKLCAP",,"6FKKLCAP",,"W","E",,"36.32","163","N","5000","11919",,,"5000","8282",,,,"0.41","106",,,"KLAMATH RESTORATION ACT PROJECT","CAPPEL CREEK","NA","CAPPEL CREEK","CA","KLTR","KLAM","C"
"T","4.1","20060803","CDFW","CDFW","08","065304","0",,,,,"1","7","1989","19901021","19901021","6FKKLEST HUNT",,"6FKKL",,"W","E",,"15.13","120","N","5000","15860",,,"5000","490",,,,"0.03","133",,,,"HUNTER CREEK","NA","KLAMATH RIVER","CA","KLTR","KLAM","C"
"T","4.1","20060803","CDFW","HVT","08","065306","12",,,,,"1","3","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P","VO","5.37","73","N","5000","124014",,,"0000","386130","5000","4117","W","0.0321","28","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065307","12",,,,,"1","3","2002","20030603","20030609","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P","VO","5.37","73","N","5000","123263",,,"0000","381574","5000","4075","W","0.032","18","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065308","12",,,,,"1","1","2002","20031001","20031007","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","42.39","153","N","5000","106139",,,"0000","320455","5000","74","W","0.0007","61","1505",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065309","12",,,,,"1","3","2002","20031001","20031007","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","28.35","136","N","5000","236319",,,"0000","716214","5000","664","W","0.0028","28","2497",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065310","12",,,,,"1","1","2003","20040604","20040610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"8.4","87","N","5000","94182",,,"0000","282937",,,"W","0","51","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065312","12",,,,,"1","1","2003","20040604","20040610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"7.56","83","N","5000","93837",,,"0000","282403",,,"W","0","53","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065313","12",,,,,"1","3","2003","20040604","20040610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"4.58","73","N","5000","126098",,,"0000","385223","5000","2050","W","0.016","34","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065314","12",,,,,"1","3","2003","20040604","20040610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"4.58","72","N","5000","132574",,,"0000","397931",,,"W","0","26","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065315","12",,,,,"1","3","2003","20040604","20040610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"4.32","70","N","5000","131548",,,"0000","394795",,,"W","0","18","250",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065316","12",,,,,"1","3","2003","20040604","20040610","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"1.78","69","N","5000","128982",,,"0000","386908",,,"W","0","11","255",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065317","12",,,,,"1","1","2003","20041020","20041020","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","39.79","147","N","5000","104974",,,"0000","331882","5000","6332","W","0.0569","62","1549",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065318","12",,,,,"1","3","2003","20041020","20041020","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","28.35","132","N","5000","225798",,,"0000","680436","5000","1993","W","0.0087","31","2517",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065319","12",,,,,"1","1","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"11.94","98","N","5000","91301",,,"0000","292421","5000","5292","W","0.0548","49","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065320","12",,,,,"1","1","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"11.94","94","N","5000","90290",,,"0000","289000","5000","5522","W","0.0576","35","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065321","12",,,,,"1","1","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","V","H","P",,"9.45","92","N","5000","72239",,,"0000","251887","5000","10177","W","0.1235","48","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065322","12",,,,,"1","3","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"6.87","79","N","5000","123231",,,"0000","382598","5000","2572","W","0.0204","39","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065323","12",,,,,"1","3","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"6.21","76","N","5000","120440",,,"0000","368357","5000","2097","W","0.0171","25","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065324","12",,,,,"1","3","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.53","73","N","5000","122180",,,"0000","372860","5000","1654","W","0.0134","11","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065325","12",,,,,"1","3","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"5.81","73","N","5000","120518",,,"0000","378131","5000","3287","W","0.0265","17","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20100215","CDFW","HVT","08","065326","12",,,,,"1","1","2004","20051003","20051011","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","45.7","151","N","5000","106832",,,"0000","328242","5000","1746","W","0.0161","66","6000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","T"
"T","4.1","20100215","CDFW","HVT","08","065327","12",,,,,"1","3","2004","20051003","20051011","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","P","VO","31.8","138","N","5000","223076",,,"0000","722161","5000","16109","W","0.0673","42","10000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","T"
"T","4.1","20060803","CDFW","HVT","08","065328","12",,,,,"1","3","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"4.12","61","N","5000","8110",,,"0000","25975","5000","469","W","0.0547","10","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","HVT","08","065329","12",,,,,"1","3","2004","20050601","20050608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","P",,"4.12","61","N","5000","5917",,,"0000","18952","5000","342","W","0.0546","10","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20081031","CDFW","HVT","08","065350","12",,,,,"1","3","2006","20070601","20070608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","O","VO","4.13","71","N","5000","118575",,,"0000","376624","5000","7014","W","0.0551","36","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20081031","CDFW","HVT","08","065351","12",,,,,"1","3","2006","20070601","20070608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","O","VO","4.13","68","N","5000","119712",,,"0000","377861","5000","6183","W","0.0488","29","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20081031","CDFW","HVT","08","065353","12",,,,,"1","3","2006","20070601","20070608","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","O","VO","3.37","65","N","5000","126470",,,"0000","376822","5000","1023","W","0.008","20","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20100215","CDFW","HVT","08","065356","12",,,,,"1","3","2008","20090601","20090615","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","O","VO","5.28","69","N","5000","11403",,,"5000","56","0000","34595","W","0.0049","23","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","T"
"T","4.1","20100215","CDFW","HVT","08","065357","12",,,,,"1","3","2008","20090601","20090615","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","G","H","O","VO","5.28","69","N","5000","9676",,,"5000","48","0000","29356","W","0.0049","23","1000",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","T"
"T","4.1","20100215","CDFW","HVT","08","065359","12",,,,,"1","3","2008","20091001","20091015","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","O","VO","34.08","146","N","5000","6257",,,"0000","18778",,,"W","0","7","279",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","T"
"T","4.1","20080709","CDFW","HVT","08","065360","12",,,,,"1","1","2006","20071001","20071010","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","O","VO","38.74","142","N","5000","104019",,,"0000","312573","5000","573","W","0.0053","58","6022",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20080709","CDFW","HVT","08","065361","12",,,,,"1","3","2006","20071001","20071010","6FKTRUTR TRHA","6FKTRUTR TRHA","6FKTR","Y","H","O","VO","23.24","120","N","5000","238156",,,"0000","723751","5000","3609","W","0.0144","31","10158",,,"TRINITY R HATCHERY","TRINITY R HATCHERY","TRINITY RIVER","CA","KLTR","TRIN","C"
"T","4.1","20060803","CDFW","CDFW","08","065405","0",,,,,"1","3","1985","19860715","19860715","6MOSFBER","6FCSAAMN NBFH","6FCSAAMN","V","H","E",,"19.72","112","N","5000","48920",,,"5000","5800",,,,"0.106","20",,,,"BERKELEY MINOR PORT","NIMBUS FISH HATCHERY","AMERICAN RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","065406","0",,,,,"1","3","1985","19860716","19860716","6FCSUCAR BENE","6FCSAAMN NBFH","6FCSAAMN","V","H","E",,"16.2","112","N","5000","53072",,,"0000","67200","5000","3328","W","0.059","18",,,,"BENICIA","NIMBUS FISH HATCHERY","AMERICAN RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","065407","0",,,,,"1","3","1986","19870709","19870709","6MOSFBER","6FCSAAMN NBFH","6FCSAAMN","V","H","E",,"10.08","109","N","5000","51891",,,"5000","524",,,,"0.01","21",,,,"BERKELEY MINOR PORT","NIMBUS FISH HATCHERY","AMERICAN RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","065408","0",,,,,"1","3","1986","19870710","19870710","6FCSUCAR BENE","6FCSAAMN NBFH","6FCSAAMN","V","H","E",,"9.86","103","N","5000","46516",,,"5000","5169",,,,"0.1","19",,,,"BENICIA","NIMBUS FISH HATCHERY","AMERICAN RIVER","CA","CECA","SFBA","C"
